fund_name,proposal_number,proposal,rec,vote_cast,sponsor,proxy_card,proxy_contest,company_name,ticker,cusip,meeting_type,meeting_date,record_date,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__street_2,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__street_2,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
BNY Mellon Global Emerging Markets Fund,3,Elect Li-Lan Cheng as Director,For,For,Management,,False,"51JOB, INC.",JOBS,316827104,Annual,"DEC 12, 2019","NOV 08, 2019","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136352,Class I,DGIEX
BNY Mellon Global Emerging Markets Fund,3,Elect Li-Lan Cheng as Director,For,For,Management,,False,"51JOB, INC.",JOBS,316827104,Annual,"DEC 12, 2019","NOV 08, 2019","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136353,Class Y,DGEYX
BNY Mellon Global Emerging Markets Fund,4,Elect Eric He as Director,For,For,Management,,False,"51JOB, INC.",JOBS,316827104,Annual,"DEC 12, 2019","NOV 08, 2019","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136350,Class A,DGEAX
BNY Mellon Global Emerging Markets Fund,4,Elect Eric He as Director,For,For,Management,,False,"51JOB, INC.",JOBS,316827104,Annual,"DEC 12, 2019","NOV 08, 2019","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136351,Class C,DGECX
BNY Mellon Global Emerging Markets Fund,4,Elect Eric He as Director,For,For,Management,,False,"51JOB, INC.",JOBS,316827104,Annual,"DEC 12, 2019","NOV 08, 2019","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136352,Class I,DGIEX
BNY Mellon Global Emerging Markets Fund,4,Elect Eric He as Director,For,For,Management,,False,"51JOB, INC.",JOBS,316827104,Annual,"DEC 12, 2019","NOV 08, 2019","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136353,Class Y,DGEYX
BNY Mellon Global Emerging Markets Fund,5,Elect Rick Yan as Director,For,For,Management,,False,"51JOB, INC.",JOBS,316827104,Annual,"DEC 12, 2019","NOV 08, 2019","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136350,Class A,DGEAX
BNY Mellon Global Emerging Markets Fund,5,Elect Rick Yan as Director,For,For,Management,,False,"51JOB, INC.",JOBS,316827104,Annual,"DEC 12, 2019","NOV 08, 2019","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136351,Class C,DGECX
BNY Mellon Global Emerging Markets Fund,5,Elect Rick Yan as Director,For,For,Management,,False,"51JOB, INC.",JOBS,316827104,Annual,"DEC 12, 2019","NOV 08, 2019","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136352,Class I,DGIEX
BNY Mellon Global Emerging Markets Fund,5,Elect Rick Yan as Director,For,For,Management,,False,"51JOB, INC.",JOBS,316827104,Annual,"DEC 12, 2019","NOV 08, 2019","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136353,Class Y,DGEYX
BNY Mellon Global Emerging Markets Fund,1,Accept Financial Statements and Statutory Reports,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136350,Class A,DGEAX
BNY Mellon Global Emerging Markets Fund,1,Accept Financial Statements and Statutory Reports,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136351,Class C,DGECX
BNY Mellon Global Emerging Markets Fund,1,Accept Financial Statements and Statutory Reports,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136352,Class I,DGIEX
BNY Mellon Global Emerging Markets Fund,1,Accept Financial Statements and Statutory Reports,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136353,Class Y,DGEYX
BNY Mellon Global Emerging Markets Fund,2,Approve Final Dividend,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136350,Class A,DGEAX
BNY Mellon Global Emerging Markets Fund,2,Approve Final Dividend,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136351,Class C,DGECX
BNY Mellon Global Emerging Markets Fund,2,Approve Final Dividend,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136352,Class I,DGIEX
BNY Mellon Global Emerging Markets Fund,2,Approve Final Dividend,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136353,Class Y,DGEYX
BNY Mellon Global Emerging Markets Fund,3,Elect Edmund Sze-Wing Tse as Director,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136350,Class A,DGEAX
BNY Mellon Global Emerging Markets Fund,3,Elect Edmund Sze-Wing Tse as Director,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136351,Class C,DGECX
BNY Mellon Global Emerging Markets Fund,3,Elect Edmund Sze-Wing Tse as Director,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136352,Class I,DGIEX
BNY Mellon Global Emerging Markets Fund,3,Elect Edmund Sze-Wing Tse as Director,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136353,Class Y,DGEYX
BNY Mellon Global Emerging Markets Fund,4,Elect Jack Chak-Kwong So as Director,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136350,Class A,DGEAX
BNY Mellon Global Emerging Markets Fund,4,Elect Jack Chak-Kwong So as Director,For,For,Management,,False,AIA GROUP LIMITED,1299,Y002A1105,Annual,"MAY 29, 2020","MAY 25, 2020","BNY Mellon Investment Funds II, Inc.",0001591556,464470069,1031,N-PX,1940 Act,811-22912,201115673,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,212-922-6400,"C/O BNY MELLON INVESTMENT ADVISER, INC.",240 GREENWICH STREET,NEW YORK,NY,10286,"Dreyfus BNY Mellon Funds, Inc.",20131108,0001591556-20-000028,20200630,20200819,20200819,20200819,BNY Mellon Global Emerging Markets Fund,100,0001591556,S000043942,BNY Mellon Global Emerging Markets Fund,C000136351,Class C,DGECX
